RMS_CDW_ID,General_Offense_Number,Offense_Code,Offense_Code_Extension,Offense_Type,Summary_Offense_Code,Summarized_Offense_Description,Date_Reported,Occurred_Date_or_Date_Range_Start,Occurred_Date_Range_End,Hundred_Block_Location,District_Sector,Zone_Beat,Census_Tract_2000,Longitude,Latitude,Location,Month,Year
660686,2015908689,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 10:05:00 AM,07/28/2015 09:55:00 AM,12/10/2015 06:20:00 AM,N NORTHGATE WY / STONE AV N,N,N3,1300.2000,-122.342002869,47.705047607,"(47.705047607, -122.342002869)",12,2015
660722,2015442180,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 01:59:00 PM,12/22/2015 12:13:00 PM,,40XX BLOCK OF 47 AV SW,W,W2,9702.2010,-122.392120361,47.56754303,"(47.56754303, -122.392120361)",12,2015
660746,2015908771,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 08:08:00 PM,12/22/2015 06:55:00 PM,12/22/2015 07:55:00 PM,117XX BLOCK OF MERIDIAN AV N,N,N2,600.4005,-122.334068298,47.713199615,"(47.713199615, -122.334068298)",12,2015
660781,2015908784,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/20/2015 01:02:00 PM,12/19/2015 01:00:00 PM,12/19/2015 01:30:00 PM,135XX BLOCK OF AURORA AV N,N,N2,401.1008,-122.345024109,47.727767944,"(47.727767944, -122.345024109)",12,2015
660782,2015908800,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/20/2015 12:18:00 PM,12/19/2015 10:00:00 AM,12/20/2015 07:00:00 AM,8XX BLOCK OF NE 103 ST,L,L2,1200.2004,-122.319099426,47.703113556,"(47.703113556, -122.319099426)",12,2015
660788,2015908782,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/20/2015 04:41:00 PM,12/19/2015 10:00:00 PM,12/20/2015 09:00:00 AM,2XX BLOCK OF NW 46 ST,B,B2,4800.2005,-122.359909058,47.662368774,"(47.662368774, -122.359909058)",12,2015
660807,2015440053,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/20/2015 02:30:00 PM,12/19/2015 11:00:00 PM,12/20/2015 05:00:00 AM,9XX BLOCK OF DEXTER AV N,D,D2,6700.1011,-122.342315674,47.628429413,"(47.628429413, -122.342315674)",12,2015
660821,2015439919,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/20/2015 09:51:00 AM,12/20/2015 09:51:00 AM,,1XX BLOCK OF NE 95 ST,L,L2,1900.1002,-122.327110291,47.697723389,"(47.697723389, -122.327110291)",12,2015
660869,2015440066,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/20/2015 01:54:00 PM,12/20/2015 12:52:00 PM,,1XX BLOCK OF YESLER WY,K,K2,9200.2005,-122.332427979,47.601718903,"(47.601718903, -122.332427979)",12,2015
660881,2015440489,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/20/2015 11:03:00 PM,12/20/2015 10:03:00 PM,,28XX BLOCK OF S GRAHAM ST,S,S1,11002.3000,-122.296356201,47.546268463,"(47.546268463, -122.296356201)",12,2015
660920,2015440877,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/21/2015 10:36:00 AM,12/21/2015 10:26:00 AM,,92XX BLOCK OF 17 AV SW,F,F2,11402.2011,-122.356483459,47.520114899,"(47.520114899, -122.356483459)",12,2015
660921,2015441092,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/21/2015 01:52:00 PM,12/21/2015 01:52:00 PM,,6XX BLOCK OF N 103 ST,J,J1,1701.3005,-122.350395203,47.703624725,"(47.703624725, -122.350395203)",12,2015
660954,2015908765,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/21/2015 09:00:00 AM,12/09/2015 12:00:00 PM,12/09/2015 09:00:00 PM,6XX BLOCK OF BELLEVUE AV E,E,E1,7401.3000,-122.326599121,47.624702454,"(47.624702454, -122.326599121)",12,2015
660981,2015908514,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/19/2015 01:18:00 PM,12/18/2015 09:32:00 AM,12/18/2015 12:00:00 PM,9XX BLOCK OF 14 AV,E,E2,8600.1004,-122.31413269,47.610969543,"(47.610969543, -122.31413269)",12,2015
660983,2015908512,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/19/2015 11:23:00 AM,12/16/2015 03:17:00 PM,12/16/2015 10:30:00 PM,26XX BLOCK OF NW 59 ST,B,B1,3200.2009,-122.39150238,47.671649933,"(47.671649933, -122.39150238)",12,2015
660995,2015438927,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/19/2015 12:01:00 PM,12/18/2015 08:30:00 PM,12/19/2015 11:30:00 AM,67XX BLOCK OF CORSON AV S,O,O3,10900.1006,-122.322906494,47.542942047,"(47.542942047, -122.322906494)",12,2015
661081,2015439091,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/19/2015 02:58:00 PM,12/18/2015 04:48:00 PM,12/18/2015 07:00:00 PM,6XX BLOCK OF W EMERSON ST,Q,Q2,5900.103,-122.366485596,47.65120697,"(47.65120697, -122.366485596)",12,2015
661104,2015438946,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/19/2015 12:31:00 PM,12/19/2015 12:00:00 PM,,11XX BLOCK OF SW HOLDEN ST,F,F3,11300.5001,-122.349906921,47.534046173,"(47.534046173, -122.349906921)",12,2015
661113,2015438822,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/19/2015 09:29:00 AM,12/18/2015 08:00:00 PM,,5XX BLOCK OF PIKE ST,M,M3,8200.1004,-122.335014343,47.610908508,"(47.610908508, -122.335014343)",12,2015
661114,2015438926,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/19/2015 01:24:00 PM,12/19/2015 08:45:00 AM,12/19/2015 09:15:00 AM,1XX BLOCK OF NW 85 ST,J,J1,1701.1014,-122.359313965,47.690616608,"(47.690616608, -122.359313965)",12,2015
661127,2015438857,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/19/2015 10:43:00 AM,12/17/2015 12:00:00 AM,12/17/2015 03:00:00 AM,101XX BLOCK OF 66 AV S,S,S3,11900.101,-122.251174927,47.510456085,"(47.510456085, -122.251174927)",12,2015
661237,2015438441,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 11:48:00 PM,12/18/2015 10:49:00 PM,,CLAY ST / 3 AV,D,D1,8001.1004,-122.349830627,47.617679596,"(47.617679596, -122.349830627)",12,2015
661251,2015908482,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 05:49:00 AM,12/17/2015 12:00:00 PM,12/17/2015 12:05:00 PM,16XX BLOCK OF BROADWAY,E,E2,7500.5010,-122.320808411,47.615818024,"(47.615818024, -122.320808411)",12,2015
661254,2015908497,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 11:24:00 AM,12/10/2015 08:15:00 AM,12/10/2015 11:15:00 PM,89XX BLOCK OF 20 AV NE,L,L2,2000.1011,-122.306838989,47.69348526,"(47.69348526, -122.306838989)",12,2015
661256,2015908501,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 01:24:00 PM,11/25/2015 12:00:00 PM,11/27/2015 12:00:00 PM,18XX BLOCK OF N 55 ST,B,B3,4600.2019,-122.335624695,47.668685913,"(47.668685913, -122.335624695)",12,2015
661266,2015908507,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 06:01:00 PM,12/18/2015 03:10:00 PM,12/18/2015 05:30:00 PM,20XX BLOCK OF NW 73 ST,J,J2,3100.3010,-122.38269043,47.681324005,"(47.681324005, -122.38269043)",12,2015
661298,2015437523,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 10:28:00 AM,12/18/2015 08:41:00 AM,,14XX BLOCK OF NW 52 ST,B,B1,4700.2007,-122.374900818,47.666431427,"(47.666431427, -122.374900818)",12,2015
661302,2015438091,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/18/2015 05:09:00 PM,12/13/2015 08:00:00 PM,12/18/2015 06:00:00 AM,21XX BLOCK OF MONTVALE PL W,Q,Q1,5600.3035,-122.401023865,47.63791275,"(47.63791275, -122.401023865)",12,2015
661319,2015437965,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 03:26:00 PM,12/18/2015 03:26:00 PM,,32XX BLOCK OF S JUDKINS ST,G,G3,8900.1032,-122.290901184,47.592193604,"(47.592193604, -122.290901184)",12,2015
661322,2015438321,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 09:30:00 PM,12/18/2015 09:30:00 PM,,BROADWAY / E PINE ST,E,E2,8400.1007,-122.320800781,47.615234375,"(47.615234375, -122.320800781)",12,2015
661344,2015437467,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 07:49:00 AM,12/17/2015 06:00:00 PM,12/18/2015 05:30:00 AM,13XX BLOCK OF NW 85 ST,J,J1,1702.2005,-122.373435974,47.690624237,"(47.690624237, -122.373435974)",12,2015
661349,2015437758,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 04:41:00 PM,12/18/2015 04:41:00 PM,,16XX BLOCK OF MELROSE AV,E,E1,8400.3001,-122.327888489,47.616172791,"(47.616172791, -122.327888489)",12,2015
661351,2015438496,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 11:45:00 PM,12/18/2015 07:00:00 PM,,65XX BLOCK OF SYLVAN WY SW,W,W3,10702.3009,-122.370819092,47.543205261,"(47.543205261, -122.370819092)",12,2015
661353,2015438487,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 11:45:00 PM,12/18/2015 11:00:00 PM,12/18/2015 11:45:00 PM,17XX BLOCK OF 1 AV S,O,O1,9300.2060,-122.334197998,47.587165833,"(47.587165833, -122.334197998)",12,2015
661356,2015438183,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 09:12:00 PM,12/18/2015 07:10:00 AM,,4XX BLOCK OF PINE ST,M,M3,8100.2004,-122.33731842,47.611320496,"(47.611320496, -122.33731842)",12,2015
661357,2015437844,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/18/2015 01:42:00 PM,12/18/2015 12:30:00 PM,12/18/2015 01:00:00 PM,12XX BLOCK OF 3 AV,M,M3,8100.2020,-122.335647583,47.607406616,"(47.607406616, -122.335647583)",12,2015
661442,2015435478,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 04:50:00 PM,12/12/2015 10:53:00 AM,,140XX BLOCK OF LAKE CITY WY NE,L,L3,100.2001,-122.29234314,47.73102951,"(47.73102951, -122.29234314)",12,2015
661449,2015437203,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 10:39:00 PM,12/17/2015 09:45:00 PM,12/17/2015 09:57:00 PM,10XX BLOCK OF PIKE ST,E,E3,8300.2014,-122.329467773,47.613235474,"(47.613235474, -122.329467773)",12,2015
661452,2015435211,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/16/2015 11:14:00 AM,12/16/2015 10:00:00 AM,12/16/2015 10:53:00 AM,19XX BLOCK OF PIKE PL,M,M1,8002.1008,-122.342819214,47.610019684,"(47.610019684, -122.342819214)",12,2015
661464,2015908471,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 11:16:00 AM,12/15/2015 01:30:00 PM,12/15/2015 04:10:00 PM,9XX BLOCK OF 25 AV S,G,G3,8900.4012,-122.300109863,47.593761444,"(47.593761444, -122.300109863)",12,2015
661471,2015908476,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 04:33:00 PM,12/05/2015 04:15:00 PM,12/06/2015 10:15:00 AM,26XX BLOCK OF 40 AV W,Q,Q1,5600.4013,-122.408401489,47.644107819,"(47.644107819, -122.408401489)",12,2015
661479,2015908568,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 10:31:00 AM,11/12/2015 10:05:00 AM,11/12/2015 12:30:00 PM,36XX BLOCK OF 22 AV W,Q,Q1,5801.1000,-122.384643555,47.653064728,"(47.653064728, -122.384643555)",12,2015
661484,2015908569,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 03:13:00 PM,12/09/2015 11:40:00 AM,12/09/2015 06:45:00 PM,6XX BLOCK OF NW 116 ST,N,N1,500.3015,-122.366203308,47.713008881,"(47.713008881, -122.366203308)",12,2015
661546,2015436162,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 04:43:00 AM,12/17/2015 04:43:00 AM,,38XX BLOCK OF DISCOVERY PARK BV,Q,Q1,5700.1040,-122.40460968,47.658325195,"(47.658325195, -122.40460968)",12,2015
661511,2015436800,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/17/2015 03:52:00 PM,12/16/2015 05:00:00 PM,12/17/2015 02:00:00 PM,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334815979,47.612369537,"(47.612369537, -122.334815979)",12,2015
661523,2015436378,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/17/2015 09:23:00 AM,12/07/2015 09:23:00 AM,12/17/2015 09:23:00 AM,36XX BLOCK OF MERIDIAN AV N,B,B3,5400.2035,-122.333877563,47.651229858,"(47.651229858, -122.333877563)",12,2015
661539,2015436656,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 01:55:00 PM,12/10/2015 11:00:00 AM,,29XX BLOCK OF 1 AV,D,D1,8001.1002,-122.353172302,47.61730957,"(47.61730957, -122.353172302)",12,2015
661540,2015436427,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 10:12:00 AM,12/17/2015 10:12:00 AM,,88XX BLOCK OF 8 AV NE,L,L2,1900.2015,-122.3203125,47.692661285,"(47.692661285, -122.3203125)",12,2015
661553,2015436536,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 11:53:00 AM,12/16/2015 09:42:00 PM,,26XX BLOCK OF 42 AV SW,W,W1,9800.1020,-122.38520813,47.580245972,"(47.580245972, -122.38520813)",12,2015
661564,2015436238,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 07:34:00 AM,12/01/2015 11:52:00 AM,12/01/2015 11:59:00 PM,44XX BLOCK OF 28 AV S,R,R2,10001.3000,-122.297317505,47.562271118,"(47.562271118, -122.297317505)",12,2015
661566,2015436269,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 07:45:00 AM,12/16/2015 09:00:00 PM,12/17/2015 07:30:00 AM,19XX BLOCK OF 5 AV W,Q,Q2,6900.1008,-122.363647461,47.636856079,"(47.636856079, -122.363647461)",12,2015
661573,2015436680,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 01:55:00 PM,12/05/2015 10:55:00 AM,12/05/2015 11:15:00 AM,22XX BLOCK OF NW MARKET ST,B,B1,4700.4009,-122.385559082,47.668678284,"(47.668678284, -122.385559082)",12,2015
661596,2015908578,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/17/2015 05:35:00 PM,12/11/2015 05:25:00 PM,12/11/2015 10:25:00 PM,13XX BLOCK OF 3 AV W,Q,Q2,7000.4005,-122.36051178,47.630889893,"(47.630889893, -122.36051178)",12,2015
661603,2015908481,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/17/2015 09:27:00 PM,12/16/2015 04:00:00 PM,12/17/2015 03:00:00 AM,29XX BLOCK OF 4 AV S,O,O2,9300.3019,-122.329055786,47.576648712,"(47.576648712, -122.329055786)",12,2015
661616,2015434690,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 10:45:00 PM,12/14/2015 11:59:00 PM,12/15/2015 07:30:00 PM,42XX BLOCK OF DAYTON AV N,B,B2,4900.4007,-122.352073669,47.658348083,"(47.658348083, -122.352073669)",12,2015
661626,2015433884,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/15/2015 09:19:00 AM,12/11/2015 11:00:00 PM,12/12/2015 08:00:00 AM,8XX BLOCK OF 15 AV,G,G2,8700.1007,-122.312835693,47.609794617,"(47.609794617, -122.312835693)",12,2015
661659,2015908440,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 05:40:00 PM,11/18/2015 03:00:00 PM,11/18/2015 07:00:00 PM,8XX BLOCK OF NW 50 ST,B,B2,4700.2018,-122.367401123,47.665039063,"(47.665039063, -122.367401123)",12,2015
661663,2015908444,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 10:36:00 PM,12/16/2015 08:20:00 AM,12/16/2015 10:20:00 PM,67XX BLOCK OF 18 AV SW,F,F1,10800.2001,-122.357223511,47.541004181,"(47.541004181, -122.357223511)",12,2015
661665,2015908433,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 04:10:00 PM,12/05/2015 05:00:00 PM,12/05/2015 07:00:00 PM,9XX BLOCK OF BROADWAY E,C,C1,6500.2004,-122.321281433,47.627750397,"(47.627750397, -122.321281433)",12,2015
661667,2015908455,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/16/2015 09:32:00 AM,11/27/2015 11:00:00 PM,11/28/2015 08:00:00 AM,22 AV NW / NW 70 ST,J,J2,3300.5006,-122.384300232,47.679512024,"(47.679512024, -122.384300232)",12,2015
661671,2015908420,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 09:37:00 AM,12/15/2015 09:30:00 AM,12/15/2015 04:30:00 PM,67XX BLOCK OF 46 AV SW,W,W3,10600.4012,-122.391578674,47.542469025,"(47.542469025, -122.391578674)",12,2015
661679,2015908422,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 10:43:00 AM,12/15/2015 11:23:00 AM,12/15/2015 03:00:00 PM,120XX BLOCK OF 12 AV NW,N,N1,500.3010,-122.371627808,47.716537476,"(47.716537476, -122.371627808)",12,2015
661722,2015435821,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/16/2015 07:38:00 PM,12/16/2015 07:38:00 PM,,3XX BLOCK OF W OLYMPIC PL,Q,Q3,7000.6011,-122.361915588,47.626735687,"(47.626735687, -122.361915588)",12,2015
661737,2015435335,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 02:07:00 PM,12/16/2015 12:50:00 PM,,18 AV SW / SW THISTLE ST,F,F2,11401.3013,-122.357757568,47.528282166,"(47.528282166, -122.357757568)",12,2015
661761,2015435021,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 07:28:00 AM,12/16/2015 07:28:00 AM,,3XX BLOCK OF W BARRETT ST,Q,Q2,5900.3012,-122.361541748,47.646652222,"(47.646652222, -122.361541748)",12,2015
661766,2015435168,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 10:56:00 AM,12/15/2015 06:00:00 PM,,5 AV / PINE ST,M,M2,8100.2000,-122.336486816,47.611671448,"(47.611671448, -122.336486816)",12,2015
661769,2015435790,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 07:02:00 PM,12/16/2015 03:30:00 PM,,18XX BLOCK OF S BAYVIEW ST,R,R1,9400.3036,-122.309112549,47.580997467,"(47.580997467, -122.309112549)",12,2015
661770,2015435947,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 11:02:00 PM,12/16/2015 10:30:00 PM,12/16/2015 10:32:00 PM,11 AV / E PINE ST,E,E2,7500.4006,-122.318161011,47.615253448,"(47.615253448, -122.318161011)",12,2015
661780,2015435831,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/16/2015 07:57:00 PM,12/16/2015 06:30:00 PM,12/16/2015 07:50:00 PM,5XX BLOCK OF OLIVE WY,M,M2,8200.1003,-122.336837769,47.612895966,"(47.612895966, -122.336837769)",12,2015
661787,2015435453,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/16/2015 03:46:00 PM,12/15/2015 03:00:00 PM,12/16/2015 10:15:00 AM,39XX BLOCK OF 42 AV S,R,R3,10100.1010,-122.28074646,47.568344116,"(47.568344116, -122.28074646)",12,2015
661880,2015908392,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 09:44:00 AM,12/11/2015 09:45:00 AM,12/11/2015 05:00:00 PM,17XX BLOCK OF NE 80 ST,U,U1,2600.1010,-122.309463501,47.686676025,"(47.686676025, -122.309463501)",12,2015
661885,2015908395,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 11:00:00 AM,12/14/2015 03:30:00 PM,12/14/2015 07:30:00 PM,6XX BLOCK OF W MERCER PL,Q,Q2,7100.1004,-122.366401672,47.625995636,"(47.625995636, -122.366401672)",12,2015
661903,2015434840,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 11:49:00 PM,12/15/2015 11:49:00 PM,,22XX BLOCK OF 2 AV,D,D1,8001.2008,-122.345001221,47.61365509,"(47.61365509, -122.345001221)",12,2015
661907,2015434684,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 08:07:00 PM,12/15/2015 08:07:00 PM,,84XX BLOCK OF DUNCAN AV S,S,S2,11800.1008,-122.265350342,47.528175354,"(47.528175354, -122.265350342)",12,2015
661954,2015433964,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 09:45:00 AM,12/14/2015 09:00:00 PM,12/15/2015 09:00:00 AM,1XX BLOCK OF BELLEVUE AV E,E,E1,7402.3002,-122.326728821,47.618862152,"(47.618862152, -122.326728821)",12,2015
661992,2015434279,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 02:12:00 PM,12/15/2015 02:12:00 PM,,18 AV / E MADISON ST,C,C2,7900.4005,-122.30884552,47.616130829,"(47.616130829, -122.30884552)",12,2015
662013,2015434759,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/15/2015 10:29:00 PM,12/15/2015 09:44:00 PM,,27XX BLOCK OF BEACON AV S,R,R1,10002.1000,-122.312210083,47.579292297,"(47.579292297, -122.312210083)",12,2015
662085,2015908319,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/13/2015 03:50:00 PM,12/11/2015 01:30:00 PM,12/11/2015 05:00:00 PM,110XX BLOCK OF EVANSTON AV N,N,N1,1400.1010,-122.351493835,47.709609985,"(47.709609985, -122.351493835)",12,2015
662089,2015908337,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 09:50:00 AM,12/11/2015 11:00:00 AM,12/11/2015 04:00:00 PM,1XX BLOCK OF N 144 ST,N,N1,401.2000,-122.357009888,47.733207703,"(47.733207703, -122.357009888)",12,2015
662093,2015908352,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 05:22:00 PM,12/07/2015 01:33:00 PM,12/07/2015 07:30:00 PM,81XX BLOCK OF DAYTON AV N,J,J3,2800.4012,-122.352600098,47.688026428,"(47.688026428, -122.352600098)",12,2015
662111,2015908384,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 10:25:00 PM,12/14/2015 01:53:00 PM,12/14/2015 04:00:00 PM,23XX BLOCK OF N 82 ST,J,J3,2700.2012,-122.330368042,47.688644409,"(47.688644409, -122.330368042)",12,2015
662112,2015908385,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 10:28:00 PM,12/14/2015 04:30:00 PM,12/14/2015 04:40:00 PM,59XX BLOCK OF ROOSEVELT WY NE,U,U1,4500.1000,-122.317359924,47.6717453,"(47.6717453, -122.317359924)",12,2015
662120,2015908345,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 01:09:00 PM,12/14/2015 11:10:00 AM,12/14/2015 12:30:00 PM,86XX BLOCK OF 23 AV NW,J,J1,1600.2024,-122.38520813,47.69146347,"(47.69146347, -122.38520813)",12,2015
662132,2015908386,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 11:13:00 PM,12/14/2015 01:30:00 PM,12/14/2015 05:45:00 PM,9XX BLOCK OF N 88 ST,N,N3,1800.2005,-122.34588623,47.692741394,"(47.692741394, -122.34588623)",12,2015
662133,2015908387,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 11:28:00 PM,12/14/2015 06:12:00 PM,12/14/2015 08:30:00 PM,28XX BLOCK OF NW 67 ST,J,J2,3200.7014,-122.394325256,47.677322388,"(47.677322388, -122.394325256)",12,2015
662227,2015432721,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 08:47:00 AM,12/12/2015 12:30:00 PM,12/12/2015 12:30:00 PM,71XX BLOCK OF 27 AV SW,F,F1,10701.2005,-122.367721558,47.538562775,"(47.538562775, -122.367721558)",12,2015
662230,2015432852,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 11:00:00 AM,12/14/2015 08:30:00 AM,12/14/2015 08:30:00 AM,36XX BLOCK OF SW OTHELLO ST,W,W3,11600.1012,-122.380157471,47.53686142,"(47.53686142, -122.380157471)",12,2015
662232,2015433027,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 01:54:00 PM,12/01/2015 12:00:00 AM,12/13/2015 11:59:00 PM,3XX BLOCK OF NW 76 ST,J,J2,2900.3007,-122.361991882,47.684005737,"(47.684005737, -122.361991882)",12,2015
662234,2015433058,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 02:03:00 PM,12/14/2015 02:03:00 PM,,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085205,47.602413177,"(47.602413177, -122.331085205)",12,2015
662239,2015433147,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/14/2015 03:25:00 PM,12/14/2015 03:25:00 PM,12/14/2015 03:25:00 PM,10XX BLOCK OF 4 AV S,K,K3,9300.2024,-122.329048157,47.593341827,"(47.593341827, -122.329048157)",12,2015
662248,2015908570,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/14/2015 10:06:00 AM,12/12/2015 11:00:00 PM,12/13/2015 08:30:00 AM,97XX BLOCK OF 2 AV NW,J,J1,1702.1005,-122.359428406,47.700572968,"(47.700572968, -122.359428406)",12,2015
662279,2015908288,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/12/2015 01:16:00 AM,12/04/2015 06:20:00 PM,12/05/2015 12:00:00 AM,40XX BLOCK OF PASADENA PL NE,U,U2,5200.2009,-122.321884155,47.656703949,"(47.656703949, -122.321884155)",12,2015
662280,2015908291,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/12/2015 11:19:00 AM,12/10/2015 01:30:00 PM,12/10/2015 10:00:00 PM,3XX BLOCK OF NW 88 ST,J,J1,1701.1012,-122.361999512,47.6927948,"(47.6927948, -122.361999512)",12,2015
662286,2015908452,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/12/2015 06:19:00 PM,12/01/2015 10:00:00 PM,12/02/2015 08:00:00 AM,2XX BLOCK OF WARREN AV N,Q,Q3,7100.2018,-122.354133606,47.620346069,"(47.620346069, -122.354133606)",12,2015
662291,2015908300,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/12/2015 03:26:00 PM,12/08/2015 09:20:00 AM,12/09/2015 08:30:00 AM,25XX BLOCK OF 18 AV S,R,R1,10002.3004,-122.309783936,47.580638885,"(47.580638885, -122.309783936)",12,2015
662294,2015908310,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/13/2015 06:20:00 AM,12/12/2015 10:00:00 PM,12/13/2015 05:30:00 AM,95XX BLOCK OF 9 AV NW,J,J1,1702.3004,-122.368721008,47.697208405,"(47.697208405, -122.368721008)",12,2015
662300,2015908314,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/13/2015 11:57:00 AM,12/13/2015 06:50:00 AM,12/13/2015 11:50:00 AM,3XX BLOCK OF N 78 ST,J,J3,2800.1004,-122.353858948,47.68548584,"(47.68548584, -122.353858948)",12,2015
