RMS_CDW_ID,General_Offense_Number,Offense_Code,Offense_Code_Extension,Offense_Type,Summary_Offense_Code,Summarized_Offense_Description,Date_Reported,Occurred_Date_or_Date_Range_Start,Occurred_Date_Range_End,Hundred_Block_Location,District_Sector,Zone_Beat,Census_Tract_2000,Longitude,Latitude,Location,Month,Year
663319,2015908220,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/07/2015 08:58:00 PM,12/07/2015 04:00:00 PM,12/07/2015 04:55:00 PM,67XX BLOCK OF 6 AV NW,J,J2,3400.2006,-122.363517761,47.678668976,"(47.678668976, -122.363517761)",12,2015
663320,2015908178,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/07/2015 11:12:00 AM,11/27/2015 02:05:00 PM,11/27/2015 03:30:00 PM,38XX BLOCK OF MONTLAKE BV NE,U,U3,5302.3006,-122.302932739,47.653003693,"(47.653003693, -122.302932739)",12,2015
663326,2015424107,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/07/2015 07:36:00 AM,12/04/2015 05:00:00 PM,12/07/2015 05:00:00 AM,72XX BLOCK OF DETROIT AV SW,F,F3,11300.1000,-122.339004517,47.53604126,"(47.53604126, -122.339004517)",12,2015
663351,2015424356,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/07/2015 10:26:00 AM,12/07/2015 10:26:00 AM,,20XX BLOCK OF E PINE ST,C,C3,7900.2000,-122.305534363,47.615283966,"(47.615283966, -122.305534363)",12,2015
663380,2015424529,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/07/2015 08:46:00 PM,12/04/2015 12:41:00 PM,12/06/2015 08:46:00 PM,63XX BLOCK OF 41 AV SW,W,W3,10600.3003,-122.384437561,47.546024323,"(47.546024323, -122.384437561)",12,2015
663400,2015424660,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/07/2015 03:03:00 PM,12/06/2015 03:03:00 PM,,28XX BLOCK OF E YESLER WY,G,G2,8900.3002,-122.295379639,47.601654053,"(47.601654053, -122.295379639)",12,2015
663409,2015424480,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/07/2015 03:00:00 PM,12/06/2015 06:00:00 PM,,22XX BLOCK OF NW MARKET ST,B,B1,4700.4009,-122.38697052,47.668682098,"(47.668682098, -122.38697052)",12,2015
663424,2015908173,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/07/2015 05:54:00 PM,12/04/2015 06:00:00 PM,12/07/2015 08:00:00 AM,70XX BLOCK OF 25 AV NW,J,J2,3100.3016,-122.388687134,47.680400848,"(47.680400848, -122.388687134)",12,2015
663425,2015908145,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/07/2015 02:20:00 PM,12/05/2015 08:30:00 AM,12/05/2015 12:00:00 PM,9XX BLOCK OF 4 AV,K,K1,8100.2030,-122.332580566,47.605731964,"(47.605731964, -122.332580566)",12,2015
663494,2015423354,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/06/2015 08:31:00 AM,12/05/2015 10:00:00 PM,12/06/2015 08:30:00 AM,48XX BLOCK OF WOODLAWN AV N,B,B3,5000.1017,-122.339134216,47.663936615,"(47.663936615, -122.339134216)",12,2015
663518,2015908122,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/06/2015 01:45:00 PM,12/06/2015 12:20:00 PM,12/06/2015 12:25:00 PM,42 AV SW / SW EDMUNDS ST,W,W2,10500.4010,-122.385513306,47.559318542,"(47.559318542, -122.385513306)",12,2015
663526,2015908165,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/06/2015 10:14:00 AM,12/04/2015 10:05:00 AM,12/04/2015 03:00:00 PM,52XX BLOCK OF ERSKINE WY SW,W,W2,10500.3003,-122.390182495,47.556541443,"(47.556541443, -122.390182495)",12,2015
663528,2015423401,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/06/2015 01:27:00 PM,12/05/2015 11:06:00 AM,12/05/2015 03:30:00 PM,5XX BLOCK OF 25 AV,G,G2,8800.2009,-122.299949646,47.60710144,"(47.60710144, -122.299949646)",12,2015
663540,2015423524,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/06/2015 12:24:00 PM,12/06/2015 04:22:00 AM,,94XX BLOCK OF LAKE CITY WY NE,U,U1,2100.2002,-122.305686951,47.696907043,"(47.696907043, -122.305686951)",12,2015
663617,2015423458,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/06/2015 12:32:00 PM,12/05/2015 10:00:00 PM,12/06/2015 08:30:00 AM,16XX BLOCK OF N 48 ST,B,B3,5000.1017,-122.338409424,47.663578033,"(47.663578033, -122.338409424)",12,2015
663656,2015422223,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/05/2015 10:30:00 AM,12/05/2015 12:01:00 AM,12/05/2015 07:45:00 AM,20XX BLOCK OF S CHARLES ST,G,G3,9000.1015,-122.305541992,47.594493866,"(47.594493866, -122.305541992)",12,2015
663667,2015422835,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/05/2015 07:34:00 PM,12/05/2015 02:30:00 PM,12/05/2015 07:34:00 PM,13XX BLOCK OF E DENNY WY,C,C1,7500.2003,-122.314949036,47.618782043,"(47.618782043, -122.314949036)",12,2015
663692,2015422522,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/05/2015 01:42:00 PM,12/05/2015 06:00:00 AM,12/05/2015 10:30:00 AM,31XX BLOCK OF E CHERRY ST,G,G2,7800.2029,-122.292053223,47.607967377,"(47.607967377, -122.292053223)",12,2015
663715,2015908175,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/05/2015 05:15:00 PM,12/04/2015 11:05:00 PM,12/05/2015 07:05:00 AM,22XX BLOCK OF NE 80 ST,U,U1,2500.1023,-122.303024292,47.6861763,"(47.6861763, -122.303024292)",12,2015
663717,2015422391,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/05/2015 11:34:00 AM,12/05/2015 11:34:00 AM,,11XX BLOCK OF MADISON ST,E,E3,8300.1005,-122.324584961,47.60956955,"(47.60956955, -122.324584961)",12,2015
663733,2015422482,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/05/2015 12:57:00 PM,02/01/2015 12:00:00 PM,02/18/2015 06:00:00 PM,68XX BLOCK OF 31 AV NE,U,U3,3800.1004,-122.294113159,47.678504944,"(47.678504944, -122.294113159)",12,2015
663746,2015422405,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/05/2015 11:57:00 AM,12/05/2015 10:00:00 AM,12/05/2015 11:00:00 AM,14XX BLOCK OF NW 63 ST,B,B1,3300.3007,-122.374893188,47.674545288,"(47.674545288, -122.374893188)",12,2015
663788,2015422511,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/05/2015 01:27:00 PM,12/05/2015 01:27:00 PM,,6XX BLOCK OF NW 80 ST,J,J2,2900.1019,-122.36466217,47.686935425,"(47.686935425, -122.36466217)",12,2015
663816,2015419707,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/03/2015 07:04:00 AM,12/02/2015 07:00:00 PM,12/02/2015 08:00:00 PM,4 AV / STEWART ST,M,M2,8100.2003,-122.338737488,47.612293243,"(47.612293243, -122.338737488)",12,2015
663819,2015420646,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/03/2015 09:37:00 PM,12/03/2015 09:37:00 PM,,43XX BLOCK OF S HOLLY ST,S,S2,11101.4021,-122.278930664,47.542446136,"(47.542446136, -122.278930664)",12,2015
663852,2015419432,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 01:27:00 AM,12/02/2015 03:15:00 PM,,3 AV / CHERRY ST,K,K1,8100.2041,-122.332061768,47.603481293,"(47.603481293, -122.332061768)",12,2015
663855,2015421658,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 06:15:00 PM,12/04/2015 06:15:00 PM,,SUMMIT AV / MADISON ST,E,E3,8400.2014,-122.322921753,47.610263824,"(47.610263824, -122.322921753)",12,2015
663860,2015421121,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 11:24:00 AM,12/04/2015 10:00:00 AM,,80XX BLOCK OF EARL AV NW,J,J2,3100.2005,-122.391929626,47.687889099,"(47.687889099, -122.391929626)",12,2015
663871,2015420904,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 06:23:00 AM,12/03/2015 06:00:00 PM,,5XX BLOCK OF DENNY WY,Q,Q3,7200.1073,-122.346969604,47.61856842,"(47.61856842, -122.346969604)",12,2015
663893,2015908237,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 01:25:00 AM,12/02/2015 10:00:00 PM,12/02/2015 10:00:00 PM,1XX BLOCK OF 24 AV,G,G2,8800.3011,-122.301094055,47.602165222,"(47.602165222, -122.301094055)",12,2015
663894,2015908096,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 09:32:00 PM,12/04/2015 10:49:00 AM,12/04/2015 06:45:00 PM,30XX BLOCK OF 21 AV W,Q,Q1,5802.1,-122.383354187,47.647518158,"(47.647518158, -122.383354187)",12,2015
663937,2015421470,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 03:13:00 PM,12/04/2015 01:00:00 PM,12/04/2015 02:45:00 PM,6XX BLOCK OF W RAYE ST,Q,Q2,5900.5012,-122.365570068,47.643115997,"(47.643115997, -122.365570068)",12,2015
663943,2015421244,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 01:54:00 PM,12/04/2015 12:00:00 PM,,18XX BLOCK OF 9 AV,D,D2,7300.2023,-122.33379364,47.615222931,"(47.615222931, -122.33379364)",12,2015
663958,2015421677,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 06:38:00 PM,12/04/2015 06:38:00 PM,,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085205,47.602413177,"(47.602413177, -122.331085205)",12,2015
663974,2015908066,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 09:42:00 AM,12/03/2015 11:00:00 PM,12/04/2015 07:00:00 AM,21XX BLOCK OF NW 86 ST,J,J1,1600.2021,-122.384346008,47.691082001,"(47.691082001, -122.384346008)",12,2015
663986,2015908083,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 09:11:00 AM,12/04/2015 01:00:00 AM,12/04/2015 05:00:00 AM,87XX BLOCK OF 22 AV NW,J,J1,1600.2021,-122.38394928,47.693065643,"(47.693065643, -122.38394928)",12,2015
663991,2015421392,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 02:14:00 PM,10/25/2015 12:00:00 PM,,16XX BLOCK OF NE 47 ST,U,U2,5301.1005,-122.310256958,47.663066864,"(47.663066864, -122.310256958)",12,2015
663999,2015420894,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/04/2015 06:50:00 AM,12/04/2015 06:30:00 AM,,13XX BLOCK OF N 88 ST,N,N3,1800.2014,-122.341850281,47.692359924,"(47.692359924, -122.341850281)",12,2015
664015,2015419976,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 11:43:00 AM,12/01/2015 02:30:00 PM,,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334815979,47.612369537,"(47.612369537, -122.334815979)",12,2015
664033,2015908038,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 08:51:00 AM,12/02/2015 09:30:00 PM,12/03/2015 06:40:00 AM,143XX BLOCK OF DENSMORE AV N,N,N2,300.2002,-122.338623047,47.733222961,"(47.733222961, -122.338623047)",12,2015
664040,2015908047,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 03:21:00 PM,12/03/2015 02:45:00 PM,12/03/2015 03:15:00 PM,22XX BLOCK OF 45 AV SW,W,W1,9600.3014,-122.389152527,47.583507538,"(47.583507538, -122.389152527)",12,2015
664044,2015908062,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 09:42:00 PM,12/03/2015 11:11:00 AM,12/03/2015 07:00:00 PM,117XX BLOCK OF GREENWOOD AV N,N,N1,402.3004,-122.355522156,47.715065002,"(47.715065002, -122.355522156)",12,2015
664089,2015420625,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 09:35:00 PM,12/03/2015 07:30:00 PM,,50XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.4009,-122.313064575,47.665668488,"(47.665668488, -122.313064575)",12,2015
664094,2015420364,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 04:31:00 PM,12/03/2015 11:58:00 AM,,118XX BLOCK OF 8 AV NW,N,N1,500.3013,-122.366119385,47.714664459,"(47.714664459, -122.366119385)",12,2015
664127,2015419066,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 04:00:00 PM,11/01/2015 12:00:00 PM,,30XX BLOCK OF NE 110 ST,L,L3,1000.1011,-122.295539856,47.708396912,"(47.708396912, -122.295539856)",12,2015
664139,2015420019,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/03/2015 12:05:00 PM,12/02/2015 05:00:00 PM,,63XX BLOCK OF 34 AV SW,F,F1,10702.3004,-122.375068665,47.545635223,"(47.545635223, -122.375068665)",12,2015
664171,2015419054,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/02/2015 03:48:00 PM,12/02/2015 03:48:00 PM,,3XX BLOCK OF HARRISON ST,Q,Q3,7100.2001,-122.350852966,47.622085571,"(47.622085571, -122.350852966)",12,2015
664221,2015417913,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 04:21:00 PM,12/01/2015 04:21:00 PM,,45XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2009,-122.313117981,47.662181854,"(47.662181854, -122.313117981)",12,2015
664248,2015418493,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 07:49:00 AM,12/01/2015 06:30:00 PM,,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085205,47.602413177,"(47.602413177, -122.331085205)",12,2015
664258,2015418628,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 10:24:00 AM,12/02/2015 10:24:00 AM,,3XX BLOCK OF 16 AV E,C,C1,7600.3005,-122.31137085,47.621292114,"(47.621292114, -122.31137085)",12,2015
664284,2015419053,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 03:47:00 PM,11/24/2015 08:00:00 PM,12/02/2015 02:00:00 PM,25XX BLOCK OF CANTERBURY LN E,C,C2,6300.3002,-122.281364441,47.641235352,"(47.641235352, -122.281364441)",12,2015
664338,2015417784,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 03:00:00 PM,12/01/2015 02:50:00 PM,,55XX BLOCK OF 32 AV S,S,S1,10401.2023,-122.291557312,47.551727295,"(47.551727295, -122.291557312)",12,2015
664349,2015418881,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 02:04:00 PM,11/25/2015 03:00:00 PM,11/28/2015 12:00:00 AM,BROOKLYN AV NE / NE 50 ST,U,U1,5301.2002,-122.314208984,47.664905548,"(47.664905548, -122.314208984)",12,2015
664350,2015418902,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 02:34:00 PM,11/30/2015 02:30:00 PM,12/01/2015 12:00:00 PM,63XX BLOCK OF 9 AV NE,U,U1,3600.1023,-122.318702698,47.674575806,"(47.674575806, -122.318702698)",12,2015
664371,2015908008,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 10:36:00 AM,11/30/2015 11:45:00 AM,11/30/2015 03:25:00 PM,113XX BLOCK OF 38 AV NE,L,L3,800.2003,-122.287994385,47.711036682,"(47.711036682, -122.287994385)",12,2015
664380,2015908019,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 10:34:00 AM,11/20/2015 05:25:00 PM,11/23/2015 09:00:00 AM,2XX BLOCK OF N 85 ST,J,J2,2900.1000,-122.35597229,47.690597534,"(47.690597534, -122.35597229)",12,2015
664381,2015908020,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 10:07:00 AM,11/30/2015 05:00:00 PM,12/01/2015 08:30:00 AM,2XX BLOCK OF N 85 ST,J,J2,2900.1000,-122.35597229,47.690597534,"(47.690597534, -122.35597229)",12,2015
664382,2015908021,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 06:18:00 PM,11/25/2015 10:00:00 AM,11/25/2015 03:00:00 PM,43XX BLOCK OF MERIDIAN AV N,B,B3,5100.2005,-122.333755493,47.659713745,"(47.659713745, -122.333755493)",12,2015
664383,2015908025,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/02/2015 08:51:00 PM,11/30/2015 08:00:00 AM,12/01/2015 07:45:00 PM,15XX BLOCK OF 25 AV,C,C3,7700.3007,-122.300094604,47.614719391,"(47.614719391, -122.300094604)",12,2015
664410,2015415980,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 07:26:00 AM,11/06/2015 12:00:00 AM,11/25/2015 12:00:00 AM,15XX BLOCK OF 2 AV,M,M1,8100.3002,-122.339355469,47.609783173,"(47.609783173, -122.339355469)",11,2015
664419,2015416589,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 08:52:00 PM,11/21/2015 08:00:00 PM,11/30/2015 03:00:00 PM,60XX BLOCK OF 30 AV SW,F,F1,10702.2001,-122.371025085,47.547657013,"(47.547657013, -122.371025085)",11,2015
664422,2015417100,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 02:52:00 AM,11/30/2015 11:00:00 PM,,14XX BLOCK OF 14 AV,E,E2,7500.4012,-122.314193726,47.613407135,"(47.613407135, -122.314193726)",12,2015
664427,2015417265,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 09:05:00 AM,12/01/2015 07:30:00 AM,,24XX BLOCK OF E ROANOKE ST,C,C2,6200.1035,-122.301612854,47.64315033,"(47.64315033, -122.301612854)",12,2015
664434,2015417685,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 01:50:00 PM,12/01/2015 01:45:00 PM,,8XX BLOCK OF JEFFERSON ST,G,G1,8500.3000,-122.324653625,47.604610443,"(47.604610443, -122.324653625)",12,2015
664440,2015417123,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 02:14:00 AM,12/01/2015 01:45:00 AM,,122XX BLOCK OF STONE AV N,N,N2,600.3007,-122.34223938,47.719104767,"(47.719104767, -122.34223938)",12,2015
664445,2015417499,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 12:03:00 PM,11/30/2015 02:30:00 PM,,1XX BLOCK OF BELMONT AV E,E,E1,7402.1007,-122.324005127,47.619075775,"(47.619075775, -122.324005127)",12,2015
664446,2015417291,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 09:00:00 AM,11/29/2015 12:00:00 PM,11/29/2015 12:30:00 PM,6 AV S / S JACKSON ST,K,K3,9200.1012,-122.32636261,47.599189758,"(47.599189758, -122.32636261)",12,2015
664447,2015417326,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 09:53:00 AM,10/14/2015 08:00:00 AM,10/16/2015 08:00:00 AM,13XX BLOCK OF TERRY AV,E,E3,8300.2017,-122.328659058,47.61151123,"(47.61151123, -122.328659058)",12,2015
664457,2015417984,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 05:26:00 PM,12/01/2015 05:26:00 PM,,23 AV S / S JACKSON ST,G,G2,9000.1007,-122.302238464,47.599281311,"(47.599281311, -122.302238464)",12,2015
664486,2015907979,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 05:56:00 PM,11/27/2015 01:00:00 PM,11/27/2015 05:45:00 PM,22XX BLOCK OF NW 61 ST,B,B1,3300.4011,-122.386161804,47.673099518,"(47.673099518, -122.386161804)",12,2015
664542,2015416094,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/30/2015 09:16:00 AM,11/15/2015 12:00:00 AM,11/22/2015 12:00:00 AM,64XX BLOCK OF 22 AV NW,B,B1,3300.4003,-122.384742737,47.675628662,"(47.675628662, -122.384742737)",11,2015
664566,2015416196,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 11:51:00 AM,11/28/2015 05:00:00 PM,11/29/2015 08:00:00 AM,11XX BLOCK OF 22 AV E,C,C2,6400.3008,-122.303535461,47.629623413,"(47.629623413, -122.303535461)",11,2015
664567,2015416399,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 01:40:00 PM,11/15/2015 04:30:00 PM,11/15/2015 07:00:00 PM,4XX BLOCK OF 2 AV,K,K2,9200.2005,-122.33177948,47.601493835,"(47.601493835, -122.33177948)",11,2015
664571,2015416206,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 11:02:00 AM,11/27/2015 12:00:00 AM,11/28/2015 11:59:00 PM,26XX BLOCK OF THORNDYKE AV W,Q,Q1,5802.3003,-122.383911133,47.643844604,"(47.643844604, -122.383911133)",11,2015
664572,2015416655,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 07:45:00 PM,11/30/2015 04:00:00 PM,,80XX BLOCK OF 19 AV NW,J,J2,3000.2010,-122.381088257,47.687786102,"(47.687786102, -122.381088257)",11,2015
664578,2015415914,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 06:03:00 AM,11/30/2015 06:03:00 AM,,65XX BLOCK OF 5 PL S,O,O3,10900.2080,-122.327270508,47.544906616,"(47.544906616, -122.327270508)",11,2015
664580,2015907971,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/01/2015 12:38:00 PM,11/30/2015 12:30:00 PM,12/01/2015 12:30:00 PM,21XX BLOCK OF DEXTER AV N,D,D2,6000.1013,-122.343864441,47.638576508,"(47.638576508, -122.343864441)",12,2015
664581,2015907976,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/01/2015 05:09:00 PM,11/30/2015 07:00:00 AM,12/01/2015 03:00:00 PM,57XX BLOCK OF 24 AV NW,B,B1,4700.4005,-122.387588501,47.6705513,"(47.6705513, -122.387588501)",12,2015
664585,2015907972,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 03:09:00 PM,11/25/2015 08:00:00 AM,11/29/2015 09:00:00 PM,8XX BLOCK OF NE 72 ST,U,U1,3600.1006,-122.31930542,47.680877686,"(47.680877686, -122.31930542)",12,2015
664590,2015907954,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 11:54:00 AM,11/30/2015 11:30:00 AM,11/30/2015 04:30:00 PM,14XX BLOCK OF NW 63 ST,B,B1,3300.3007,-122.374893188,47.674545288,"(47.674545288, -122.374893188)",12,2015
664592,2015908409,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 03:28:00 PM,11/29/2015 08:20:00 AM,11/29/2015 03:20:00 PM,68XX BLOCK OF 16 AV NE,U,U1,2600.3004,-122.310913086,47.678504944,"(47.678504944, -122.310913086)",12,2015
664594,2015908005,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/01/2015 10:51:00 PM,11/30/2015 10:50:00 AM,11/30/2015 11:00:00 AM,113XX BLOCK OF 24 AV NE,L,L1,1100.1001,-122.302177429,47.710636139,"(47.710636139, -122.302177429)",12,2015
664619,2015416546,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 03:19:00 PM,11/01/2015 03:19:00 PM,11/30/2015 03:19:00 PM,15XX BLOCK OF NE 145 ST,L,L1,200.4001,-122.311401367,47.73393631,"(47.73393631, -122.311401367)",11,2015
664627,2015416023,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 08:30:00 AM,10/29/2015 11:00:00 AM,,53XX BLOCK OF 24 AV NW,B,B1,3200.3023,-122.387634277,47.667491913,"(47.667491913, -122.387634277)",11,2015
664647,2015416007,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 07:52:00 AM,11/30/2015 07:20:00 AM,,65XX BLOCK OF 31 AV S,S,S1,11001.1004,-122.292755127,47.543140411,"(47.543140411, -122.292755127)",11,2015
664661,2015416417,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 09:48:00 PM,11/30/2015 12:00:00 AM,11/30/2015 12:10:00 AM,6XX BLOCK OF E PINE ST,E,E3,8400.1005,-122.323944092,47.615226746,"(47.615226746, -122.323944092)",11,2015
664666,2015907958,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 09:08:00 PM,11/30/2015 12:00:00 PM,11/30/2015 04:00:00 PM,19XX BLOCK OF NW 75 ST,J,J2,3000.4014,-122.381614685,47.683200836,"(47.683200836, -122.381614685)",11,2015
664667,2015907959,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 09:40:00 PM,11/30/2015 01:20:00 PM,11/30/2015 02:55:00 PM,73XX BLOCK OF 19 AV NW,J,J2,3000.4013,-122.381065369,47.682266235,"(47.682266235, -122.381065369)",11,2015
664695,2015416985,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 11:31:00 PM,11/29/2015 10:00:00 AM,,60XX BLOCK OF 6 AV NE,J,J3,3600.1043,-122.322288513,47.673294067,"(47.673294067, -122.322288513)",11,2015
664697,2015416036,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 08:14:00 AM,11/29/2015 11:39:00 PM,11/30/2015 01:30:00 AM,38XX BLOCK OF STONE WY N,B,B3,5400.4023,-122.342536926,47.653411865,"(47.653411865, -122.342536926)",11,2015
664732,2015907998,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/30/2015 12:56:00 AM,11/25/2015 11:00:00 PM,11/29/2015 11:15:00 AM,19XX BLOCK OF N NORTHGATE WY,N,N3,600.4015,-122.335090637,47.70816803,"(47.70816803, -122.335090637)",11,2015
664734,2015907942,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/30/2015 02:30:00 PM,11/27/2015 12:00:00 AM,11/27/2015 06:00:00 AM,88XX BLOCK OF NESBIT AV N,N,N3,1800.2002,-122.343475342,47.693275452,"(47.693275452, -122.343475342)",11,2015
664742,2015907939,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 01:44:00 PM,11/29/2015 11:00:00 PM,11/30/2015 09:15:00 AM,8XX BLOCK OF NW 51 ST,B,B2,4700.2018,-122.367401123,47.665691376,"(47.665691376, -122.367401123)",11,2015
664743,2015907940,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 02:01:00 PM,11/30/2015 06:30:00 AM,11/30/2015 06:35:00 AM,PINE ST / 4 AV,M,M2,8100.2004,-122.337593079,47.611206055,"(47.611206055, -122.337593079)",11,2015
664761,2015907952,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 05:15:00 PM,11/30/2015 02:10:00 PM,11/30/2015 05:10:00 PM,39XX BLOCK OF WHITMAN AV N,B,B3,5400.4009,-122.345962524,47.654762268,"(47.654762268, -122.345962524)",11,2015
664763,2015907955,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/30/2015 08:42:00 PM,11/30/2015 01:18:00 PM,11/30/2015 08:30:00 PM,70XX BLOCK OF 20 AV NW,J,J2,3100.3011,-122.382148743,47.680641174,"(47.680641174, -122.382148743)",11,2015
664810,2015415362,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/29/2015 02:23:00 PM,11/27/2015 10:30:00 PM,,15XX BLOCK OF 11 AV,E,E2,7500.4014,-122.318153381,47.614673615,"(47.614673615, -122.318153381)",11,2015
